Label,Path
happy,data/88c5e745-1c01-450b-8167-5f49f0eb7601.wav
house,data/ca61d1f7-00f4-4743-a515-bdff00dc5a90.wav
learn,data/f01332dd-7971-4302-9294-4f066fc394c3.wav
left,data/3f5f4544-7199-44f8-b7c1-df4005143fbf.wav
marvin,data/d5170da1-c8e4-4f0d-9556-9022e0ccffb0.wav
nine,data/a1a2dc2a-7b65-4fb1-8b92-73d2ee8062d5.wav
no,data/02003432-8653-4214-9420-f02f5e8ad98a.wav
off,data/4db72740-e45c-40a0-8c19-c8d2a22e34d6.wav
on,data/0aef9e87-3ce1-4a68-b8ea-10363284c5c2.wav
one,data/1b5a11e6-cbfd-4d17-89fc-fbd088c1ad2f.wav
right,data/c8cfa884-a4c5-44a9-89b1-7022768082b6.wav
seven,data/02bbd873-9f9c-4c19-b800-a04236061888.wav
sheila,data/f8490533-b5a6-40c1-9bad-950862fc6adf.wav
six,data/e78a1dc4-71c7-4e7a-a366-5a7d47509511.wav
stop,data/ea8e5e22-4fc6-42ef-b5bd-e51f08195982.wav
three,data/90301f93-9b83-4365-b6bb-bf90297bcad3.wav
tree,data/4297fb70-f715-4cba-9613-ddbad1034a47.wav
two,data/782f64a4-1705-402a-a472-be94b4300528.wav
up,data/34dd6076-8c44-4fbb-b0b1-b98eafdebe12.wav
visual,data/f0e8a819-2a49-4454-b263-3847bb603354.wav
wow,data/38509cd3-604d-42a2-a817-f960b7eebd56.wav
yes,data/ca8e12c5-dbd0-4603-80d0-565d24bed63b.wav
zero,data/d773eef5-bce9-4c7d-a8cc-b8ebea3bf74f.wav
backward,data/4aa821a1-9730-4d91-8ed9-c92706ea1956.wav
bed,data/b83676ea-4d34-45b2-9d4c-c8d579184433.wav
bird,data/d68caebf-ffaa-44fb-9d39-f1efe199f0b7.wav
cat,data/e19748e3-bf3c-413e-a430-8b1be8834fcb.wav
dog,data/56ef236b-e086-4405-a61f-fa48ac8940c2.wav
down,data/49dfdddc-51e5-40a6-9635-f1c1da42b8d6.wav
eight,data/7d845229-9422-4d93-ab73-61a32cb0974b.wav
five,data/d8057534-834f-4730-a123-a92b1d84457b.wav
follow,data/6c9a916c-1d0b-4f92-b8ad-2aa6aa03e6e8.wav
forward,data/3cf6850f-f60f-4da6-8432-11e79832d9a3.wav
four,data/993d85e7-1459-4557-913a-61eaf27eeeb9.wav
go,data/ca299624-2258-489c-a049-d898a20ae19b.wav
happy,data/c17c46b6-ead4-4dcd-a410-da9eb88d950b.wav
house,data/5d443878-45ca-4663-ae2d-c9317ef5c49d.wav
learn,data/0f3fb32c-2a71-4807-8aa9-7a2e0e870b7e.wav
left,data/e6c9e2c6-996f-4d03-bdbc-23442e36bc36.wav
marvin,data/a1b3907c-0bd7-440b-aa08-aa51a87a8ee9.wav
nine,data/da7cfeb6-b2c4-4f5e-bafd-4f66dd567aa0.wav
no,data/aa50d763-5aaa-4b92-bed0-0c6e3859157e.wav
off,data/13ef0ffd-5b53-4f37-bef1-c7978cf6dcef.wav
on,data/49a74f10-5cab-4851-8839-d9dd1255dc20.wav
one,data/5e89f970-3909-4284-891c-aa145e1c36d2.wav
right,data/7c59def5-b3f5-4e02-ae45-a3cf78c0db13.wav
seven,data/13a7e2d9-0eae-4b09-95d7-69a935ecc442.wav
sheila,data/231baf0f-a706-434e-a6c7-723a80889423.wav
six,data/e3f5601e-c6a5-4f3e-a458-a9e60c2177a2.wav
stop,data/e5461523-7e4b-43b9-8f54-1685f190b7d0.wav
three,data/ae1e9c7f-53e2-4a03-b19d-b566ae7991a2.wav
tree,data/7c6cb6a4-242b-416d-abc1-18bb3b679df4.wav
two,data/9476302f-508a-4008-bcdb-495f0cbb4d1d.wav
up,data/fb1deec6-75bc-4e8c-b771-2fad0b25ae97.wav
visual,data/2cf7d662-3855-4d9c-b371-3ce3232233b1.wav
wow,data/9be445ef-8f11-4858-a3db-a31718133835.wav
yes,data/a02618c8-ed01-4017-a9d5-a18108d4364f.wav
zero,data/e5c882c8-0944-45fc-b468-406848234ec3.wav
backward,data/7b8af6ce-8920-408d-9d01-bb660b392de2.wav
bed,data/281a1400-d693-4cc7-b308-f2a1a9f9edc3.wav
bird,data/fd6ed1ff-f606-4164-ac12-6462e11a4121.wav
cat,data/1f7508f8-c04d-45eb-bea3-d8f078dbf6da.wav
dog,data/b1253363-7e8a-4f30-956e-57e0dc3a769b.wav
down,data/4c1cc077-513d-4db8-b12e-70a3b92fc508.wav
eight,data/b8660f76-a9be-4a37-af6d-4532543015e4.wav
five,data/adeafe7f-899f-4a06-b3fc-a5872e6502b0.wav
follow,data/1b711318-cd1c-44d6-966a-92b0012cf151.wav
forward,data/bbd90b09-72bf-4015-897d-e6a34d312ea6.wav
four,data/4ff29f0b-96af-4bce-8366-deed8391585e.wav
go,data/70460014-aad6-4aae-b975-45c06bed1692.wav
happy,data/c38a54fa-a401-49ae-8aa9-99c23c4f9fc3.wav
house,data/bfb4c4e1-35f2-4d4e-8b4e-11db1024b8ad.wav
learn,data/082d55c2-4459-4984-82bb-2cfcb47a2585.wav
left,data/9ecf4873-4891-42c7-ba06-ae8c0b5fffd4.wav
marvin,data/2173ce89-3c01-4a7d-a270-252993193d71.wav
nine,data/75426bbf-b94e-481e-8dd1-1a271f3b8b0d.wav
no,data/16b6aa9a-86ab-4b9d-b7a6-6712dc81869e.wav
off,data/1964f4aa-dccc-41f5-b7ec-1d7bff522f53.wav
on,data/aaa4d554-75c2-4f74-a18d-5a0c14a7e856.wav
one,data/aaa72f15-3f0c-47db-9627-ec0d5c421778.wav
right,data/ca165b8c-9e20-4ed4-bc5b-6063855fdb98.wav
seven,data/34c1f444-6de5-43a7-9e13-84e1f4d0b307.wav
sheila,data/4676cca3-d11b-4138-8364-89e9702e294f.wav
six,data/83ee9f2d-9f2e-49cb-a886-fe658b5bb85d.wav
stop,data/d3be0fd1-73cb-4462-b30f-df2cca12315c.wav
three,data/7f04dea5-3a9f-4890-9aa8-f2b46564294d.wav
tree,data/cc1dec22-8162-49e2-9d10-06ec1d722cb0.wav
two,data/3ce8b45b-ac4c-4aef-995c-b18e4b7247b6.wav
up,data/5b364b17-939c-4c1c-8516-d4fcda25498e.wav
visual,data/81fe59e9-f472-4ae9-afac-5471d99874cd.wav
wow,data/7736f80a-3827-46db-9dd6-d417b33c4a1c.wav
yes,data/bc5beb26-26b4-4ea5-b500-86ea0f72fe9c.wav
zero,data/3e3af2b2-b4c6-4477-87bd-ab1a202c39c6.wav
backward,data/ba05bf7e-3d74-41bb-872c-d6447f0152b4.wav
bed,data/02247ab1-fbb2-4378-b131-fe92a6506af9.wav
bird,data/4cacf69b-d43f-4cfd-a735-763cacfdbd24.wav
cat,data/959b21c1-d656-4345-95ec-1c7a6e461a3c.wav
dog,data/dda47f19-f472-43e9-a2fb-ae419efc5fb1.wav
down,data/5f021003-b2d0-45fa-8097-8bacb883a27f.wav
eight,data/8db8092d-8b77-4521-be4f-2753518c185d.wav
five,data/8b8c3393-d680-48b9-9c9e-10e3c9332486.wav
follow,data/5726c16d-dc5f-4b24-9084-287400dfecd4.wav
forward,data/479ef062-3efc-4b7a-9ef7-a0abadc2bbf0.wav
four,data/52da71d5-67c5-47d8-80ab-acfbbcd60277.wav
go,data/c7318a47-f61d-4912-aa77-bfc8409128e6.wav
happy,data/cb9a2c23-a97e-4551-9437-454d50bf4262.wav
house,data/41ef04c8-b67f-451f-a76e-4c20d35e0188.wav
learn,data/81f00062-585d-4d00-91bb-a4e29f7e830b.wav
left,data/a7d359ca-2d84-4321-a52d-96f8b78e927e.wav
marvin,data/d369a0cc-0e88-461a-8fc0-9254c93c3a82.wav
nine,data/cfed7f7d-c7c2-40f3-8c0a-73d1a0765fb2.wav
no,data/3de940c3-1335-43a6-94f3-662e2b2c72a4.wav
off,data/7f70c806-0d33-4aba-b45f-210a1c880b4d.wav
on,data/db7ad431-3c6d-42ba-8ba7-5b7b529a98d3.wav
one,data/2d0c3048-1ada-4144-8fb3-52dc4c425e98.wav
right,data/f20c6ec2-4021-4220-b82e-a0bc8874ca15.wav
seven,data/4b36f43f-4754-4d12-a7f3-aff52afc7d1b.wav
sheila,data/b8130861-1acc-4f01-9508-4a88862dded9.wav
six,data/6daf3df1-d696-48b2-a037-55fdfcfb51b2.wav
stop,data/7feac125-a399-479d-908c-c85a14bf5514.wav
three,data/b1b1f0f0-c470-473a-b25f-ec1d019df9fc.wav
tree,data/688e8844-4924-40fd-8385-2ef5307e1fa9.wav
two,data/e5e8e100-9c93-45f0-ba4c-3d112a78aef6.wav
up,data/82005536-f611-4414-9a91-da36a1283647.wav
visual,data/4525bc41-7bb6-4965-86e8-44dce252fbe9.wav
wow,data/a316f7b0-d57f-412d-bed0-132f2e1f97d6.wav
yes,data/b82246d8-7192-4f7e-b52b-ef6892ca11d3.wav
zero,data/b43667a4-ebc2-4364-bf6a-2d06707ab125.wav
backward,data/bde8bafd-a24f-4917-aaca-0c7156dab7c4.wav
bed,data/bb55d66c-f86e-4d3a-9092-b754a3820504.wav
bird,data/052e8021-c9b8-4b23-a941-4522d8914b6c.wav
cat,data/9bd09da4-3e92-4368-be91-bd239af676a7.wav
dog,data/11623034-39d9-4bbc-9460-89f5e9856df3.wav
down,data/60395cf1-a3c3-4e6c-94c4-b17de32a461a.wav
eight,data/3acbc70c-3096-4673-938a-6dc1c562977c.wav
five,data/b1a65f61-ee86-41ae-bf77-e78733d1cf04.wav
follow,data/8afea901-b3d4-4a2f-bad3-a47a9a418dbc.wav
forward,data/fb8b4807-2201-480f-b8d4-76211d1ecd13.wav
four,data/84ed776c-10d0-4afe-bb5e-b48f7b19f137.wav
go,data/c88f4c9b-7d75-4475-9893-795e8d9471d2.wav
happy,data/9e296d59-6530-4ffb-b95e-a6ec4b44e6b1.wav
house,data/28b7fb69-b292-48f6-805f-bfa01e96ce75.wav
learn,data/f57a4327-706e-4d7c-8a91-eb7639cdff55.wav
left,data/7ae40eb0-ad66-4727-a7cd-935282e95101.wav
marvin,data/7b1f0d31-4141-479f-8771-6212fe9dacbe.wav
nine,data/08e34691-5579-4ff2-9c2c-ff608ae3a9ca.wav
no,data/9b771b6e-c81b-4367-8cb0-ca00cddc740c.wav
off,data/9f48e571-475e-4041-a304-95aead62bd12.wav
on,data/22c020b6-fb96-4111-80ab-c6bf38139892.wav
one,data/427c3948-e2e1-4c70-9f53-51d48c9d8cbb.wav
right,data/c810bb3e-0974-4a0d-b40d-83ba9ee926e4.wav
seven,data/fbc5947d-559d-4752-b6e5-5461bfdf22f2.wav
sheila,data/130e55aa-bd14-4ede-9b5a-ccfaad90a887.wav
six,data/bf9fc22c-e3cf-4bce-9ba5-a5033412bb15.wav
stop,data/970becb1-a336-4450-a4f4-82a620ab578f.wav
three,data/20e56aab-81d1-4511-ad68-573124d26bf2.wav
tree,data/886676b6-d7c4-40e8-9d04-492b0c9fa66c.wav
two,data/0eccea17-660c-4c18-ad25-8a00052f27c2.wav
up,data/f77b46a9-b533-49cb-af57-d46224f4ba79.wav
visual,data/918fb5d1-28f7-4553-ba32-2e2922046fc9.wav
wow,data/8b45ea19-6ae3-4119-8df0-9c164ed80db3.wav
yes,data/92796d53-d15b-4c4e-88a7-12272db80f01.wav
zero,data/1ad03400-229b-4abe-acea-44159af91bba.wav
backward,data/fac85d1d-2199-4aae-8183-1d90cf84abe3.wav
bed,data/0f35fe9b-2fc2-4d19-bac8-a078cd2a2177.wav
bird,data/5992da31-3f49-4b5f-9de0-5f3233a81fdd.wav
cat,data/d7d3dc2a-8ec9-4d1c-b025-acb790a55882.wav
dog,data/63ca3146-deae-4bc5-81bb-7695973b1546.wav
down,data/534a3ce4-44d1-4210-b223-084dfa4e5926.wav
eight,data/199df80e-1954-430f-ad44-c4e223ec06f2.wav
five,data/b8617702-bb8d-4a5a-9544-0c9f0421dcda.wav
follow,data/c4750ed8-005e-4037-ba75-306d34b4ae83.wav
forward,data/ca5cc897-74c4-4c32-bf35-f5d099b23d2a.wav
four,data/64a4ea3b-38ee-46f9-a255-b45d6d098c04.wav
go,data/0b24f25a-7c2b-435a-8be8-0ed4d22ee401.wav
happy,data/ab1bb2cf-6d95-46a5-abfb-345559c50c0a.wav
house,data/3396ebb0-c9f7-4be2-9604-312d99250932.wav
learn,data/077a2ed5-88ff-4795-9f2a-a74f49eed4fe.wav
left,data/95b3e3ad-39a0-44b9-b542-eb008996a653.wav
marvin,data/74868210-8724-4bfe-8900-373531700ab7.wav
nine,data/f87b90e6-a180-4e0f-ae38-d210620e2345.wav
no,data/25e8fe51-79b2-4053-bb0c-66cfd9b5e129.wav
off,data/f810e807-d0f4-429c-92c5-28d381ebf71b.wav
on,data/b43219ad-53c8-4099-adf7-4451cfb65f14.wav
one,data/8843e1aa-a28a-4267-8f35-5711031cda80.wav
right,data/70e77fb1-103c-4783-9342-fde17d2fe99b.wav
seven,data/d451e881-5c3b-4210-98f7-df074e5d0c6a.wav
sheila,data/4ccd952b-ee92-4619-802f-4c77865c1506.wav
six,data/1464a8a1-1000-44e0-baeb-f636c4e47c4a.wav
stop,data/fd953858-14ac-4b53-91bc-0f501937947c.wav
three,data/b5b1dc3e-6bc1-4ddf-b2fc-31981f89ede1.wav
tree,data/3e33faee-f12c-4cdc-9589-d54f117f95a2.wav
two,data/c874e6fd-36c7-4334-af13-39be878e9a61.wav
up,data/7a970d6f-4e0d-4e28-8f48-a0baf95dc47c.wav
visual,data/69d73974-5e7d-46a7-a191-2447fb685c0c.wav
wow,data/9aaa99f5-884c-400d-bd3e-aea62ffdddfa.wav
yes,data/f997a968-ef34-4652-893e-f43cd281512c.wav
zero,data/b30f4517-88eb-4eaa-a573-b28848fffc91.wav
backward,data/64efeeaa-48a6-4751-900b-199ffe2edcce.wav
bed,data/519fdab6-35b7-4620-bbc0-4fd4c10389a3.wav
bird,data/846ba911-6312-4c6e-8bdf-143e5bf36417.wav
cat,data/93320a20-742f-4bc1-97c4-49343da1ea6a.wav
dog,data/c24a63ec-fc3f-4346-ab22-2a4ab7179a09.wav
down,data/2f5c92dc-7b81-41de-a51e-7913ac67b719.wav
eight,data/55358859-729c-43ca-a8b4-d47f0810d44c.wav
five,data/9028273e-d4d2-48ef-aa2c-a12f406cb5f8.wav
follow,data/ea4c3670-22fa-49a4-ad8c-38bae2f1b324.wav
forward,data/13ea8f04-1925-42cd-bc3a-0df9b16063bd.wav
four,data/6c894035-868f-4221-bdc0-e7ed00c27d1d.wav
go,data/29930c34-9318-4d66-9145-d6aaeedcc083.wav
happy,data/05a392c8-150d-4cc4-87de-a146528d1c75.wav
house,data/a8340abd-bba3-4039-b1d7-a2c2f02ad774.wav
learn,data/795b0cad-31f9-4f09-a709-fbfa226b8f03.wav
left,data/7c14ad6e-605d-4984-ac14-e3c8927171a8.wav
marvin,data/5682a768-74bb-43cf-84bf-f8d82e87272c.wav
nine,data/0af0a68b-8d07-4ab1-a2a2-be7157364a8c.wav
no,data/58e09112-aa31-474e-a5ef-bcfd494e8976.wav
off,data/082b6d56-e13c-4f5f-9712-daf8f70773b1.wav
on,data/f8428193-b7c8-4f8a-9018-13a1095295ae.wav
one,data/044f3244-38c6-4bc2-bc2a-df3a53387259.wav
right,data/79b20a0b-4347-474a-9d44-474870b55c77.wav
seven,data/f33f7369-a8cc-40da-9ebf-d80e8732d606.wav
sheila,data/20f40048-5f87-4e56-97f0-bbec173c5c60.wav
six,data/8883bf8d-a40d-4c6c-a4d5-7db6c4bb3360.wav
stop,data/a50c54b5-cc2c-4430-9e2c-3bf141dd288e.wav
three,data/778d6f49-40c3-44bb-9655-14f69d65289f.wav
tree,data/767c99c6-f207-4ff8-b217-580bf341162b.wav
two,data/09a32873-db5b-4da9-84bb-eb17975f1961.wav
up,data/c9a3909f-0668-4091-ab9c-3c97a2a7b7c1.wav
visual,data/18959592-248a-4476-a0b1-bfea7346f900.wav
wow,data/13d26cee-45b1-4360-ab5c-15a5942d2848.wav
yes,data/4212b0ab-8cfc-4d84-ab39-a6e52869aa0a.wav
zero,data/08e649f4-81e3-4bd7-a304-c1e52e0f4b62.wav
backward,data/230ae409-de74-4f8a-90bb-8718e1424f50.wav
bed,data/62113c03-77b2-49c0-bb9b-d24bfc7ee2dd.wav
bird,data/83c08c73-ad99-4321-a29e-f7156ac4f907.wav
cat,data/627a3870-219f-4cd2-a6c5-8dd558e8e2bb.wav
dog,data/8fb9bb03-1688-411f-b83d-f2a0614f552a.wav
down,data/96e62cdd-1fd1-4d82-bd25-fa4a7a48c522.wav
eight,data/850e6ded-3af9-4e6e-98c7-99789fc94601.wav
five,data/9d2fe74c-ae95-4b58-a63e-115acce4eef0.wav
follow,data/7e508447-de66-42e2-8520-cd9ea89c9629.wav
forward,data/b8a8cc3b-15e5-4e6a-97a0-2bef36c165c9.wav
four,data/f0a0124f-80c8-4def-a30c-8c7c5f05782e.wav
go,data/bb10c3e8-5c58-4cec-b9b4-8cc31d4caa4b.wav
happy,data/4435fe39-b9aa-4dd9-b3f0-61b6f18b19a3.wav
house,data/3c942e29-7f1e-485f-9e0c-77556a93e92c.wav
learn,data/777e3410-c0eb-420d-a8cf-8029911bc2a8.wav
left,data/1f37fdd3-9ec7-404d-b8b0-cbe70bc19a47.wav
marvin,data/8b039c22-99dc-4c54-9d79-e1299c1e6408.wav
nine,data/e902bea7-dbcc-4f95-a0de-aa76299da998.wav
no,data/92113290-8d19-4199-818a-586d413b7116.wav
off,data/a2d8c291-23f9-4911-89e8-ed1145730144.wav
on,data/46df0499-7101-43b1-a7ea-f1f3114065e8.wav
one,data/eaf07401-a92d-4b7c-ad81-5d324c77d855.wav
right,data/89606dda-df0f-4a54-be75-3e0d2430dcc8.wav
seven,data/88f83443-05ef-4a2f-82d6-0d6eb6ab9868.wav
sheila,data/69e4595a-2127-49af-b2ad-32365f80a71a.wav
six,data/f6cd9775-e908-4dab-9925-6f7b061283c6.wav
stop,data/084c8704-946e-4414-af0c-2fbc08ed0612.wav
three,data/463c1701-f4c3-4d66-a085-e0aaddfe0472.wav
tree,data/bbddc8bb-c055-4fd0-8dea-516fa81281c7.wav
two,data/74cfbf15-d22b-492a-b514-e4edf71e20f3.wav
up,data/d6e4a5df-4977-4fb7-ad22-b97465d0b475.wav
visual,data/92942d06-9828-487b-844c-470e8f6e3ec3.wav
wow,data/c540e7bf-565b-45f6-8bc3-14f6fb835dae.wav
yes,data/711cb413-2102-48df-9b03-9d234692c084.wav
zero,data/48761466-02b5-4460-a32b-f4eccf6cb99b.wav
backward,data/9166aa2c-2c64-4701-b240-8d8d189bcfc3.wav
bed,data/25062f99-8276-4f09-9e5b-11d26a0f3ec0.wav
bird,data/df3ea8b0-56ec-429a-9607-795aaae6ad1e.wav
cat,data/0c41cc97-4900-44e4-935f-62ca3bee39b6.wav
dog,data/d74980ca-02c8-4b9b-809d-333c46c6d032.wav
down,data/972b33f0-364f-4f96-a25b-611c7a15184a.wav
eight,data/e7896193-e846-46d7-9be7-417b3e041148.wav
five,data/d6c6bbca-ff6a-4d83-8ca2-daea0b6a05da.wav
follow,data/ec7c3707-b118-437d-9380-b2284c18e894.wav
forward,data/97be2485-a3a0-48ba-a911-f4dbebff2760.wav
four,data/93d00caa-ed5e-4374-bb5a-b8613f9ea0cf.wav
go,data/31047efd-c5f9-4c05-8cf2-a03245825004.wav
happy,data/8f9269a8-9bc8-4962-a188-59557466df06.wav
house,data/743f8f60-c062-468f-9d98-e14a25452705.wav
learn,data/fa8604d7-a553-4609-814d-827c27584cf3.wav
left,data/fca500ce-3b56-4c95-9c8b-40d7d9f12023.wav
marvin,data/fc0a59a4-91ae-4d43-9b0e-0451a66106c5.wav
nine,data/780e4bfa-777a-4d32-9b75-b831e4a4257d.wav
no,data/dd02549c-8e46-4696-a184-25ff4aee77e4.wav
off,data/7a33d8ed-b7f4-459a-aae2-e33cdba0480e.wav
on,data/ffa31496-3f84-458e-b516-8272d3200e94.wav
one,data/92ecff6d-1dbd-4fac-b8cf-4976a56f54ea.wav
right,data/cc8d8cec-e6fa-4b2b-abb3-4db5aacb28d3.wav
seven,data/af0411c4-a125-4d10-b8cd-b32033e03082.wav
sheila,data/61ef2d8f-e375-46e0-920b-c2799e83bc4e.wav
six,data/c4448e06-ceeb-4fe6-a325-df8f54f74799.wav
stop,data/d33f1f10-49a6-4a04-9f26-4ea78da57e31.wav
three,data/aabf7192-3374-488e-8ec0-bac2008d9aff.wav
tree,data/e27d123f-b39a-4105-93de-3458c8e385f1.wav
two,data/9b5b9418-8500-4be1-b801-dde007eefabe.wav
up,data/e7e7c5c1-307f-4d19-ac44-6c4b8f6d569f.wav
visual,data/a44a78ab-759d-4992-af34-a4c85c8588e4.wav
wow,data/bdbd1216-6a1e-40d9-89d5-129dcdce69d0.wav
yes,data/9f29a9dd-e229-4eb8-b86a-6ecca2a9c910.wav
zero,data/376cb3d9-0fa0-48e3-bfb4-2b7b390ec31f.wav
backward,data/1e50d7ac-35cc-4434-bf6b-9066e064ebf6.wav
bed,data/ba29b0e6-4e3f-4ac5-836a-ebda253ce03f.wav
bird,data/566433de-0974-49e8-80f8-61d51e67cde4.wav
cat,data/b3d2bdce-fd45-4a9d-b489-e4fa97ef86f3.wav
dog,data/4d2fa15e-3bc5-4a5d-b99e-ba7f546052b1.wav
down,data/0e939c69-ff80-42dc-b90e-9de1ceef2388.wav
eight,data/e70c623e-4944-417e-9afd-583d4f60454b.wav
five,data/c2fdb644-e1ab-4e2d-95a5-802ce3329041.wav
follow,data/a1d37e35-9842-4f45-9f53-924c99b4562e.wav
forward,data/a3613305-6068-4837-b2aa-2c9f8550fd1c.wav
four,data/a6028f54-f904-4ea7-a685-d3c403735871.wav
go,data/1e652793-76c8-42f9-a248-544db2c3e660.wav
happy,data/b8266c59-a68a-4f1c-a182-32e46a68ce3d.wav
house,data/9a81b040-f2aa-414c-bf70-4b4432558974.wav
learn,data/e1259548-aa3b-41c5-a7cd-5be8f564f702.wav
left,data/15e05d9d-77bb-4937-9774-2dc8dff0b757.wav
marvin,data/12ffe57c-fa8d-4b36-81de-341f4282ca1d.wav
nine,data/ddd393f7-968c-404b-9160-755b137bed10.wav
no,data/2c6b5127-f23f-4fdf-809d-03a30eddd15d.wav
off,data/d2e46512-9b92-4e85-a4fe-bc4b21f49e33.wav
on,data/039c4416-29da-4934-a0e4-bc7f5b235b3b.wav
one,data/fa5d5f18-f7cb-4d45-8cfd-2d027548e6f8.wav
right,data/97f07f58-21ad-4894-aa20-c08d2515d695.wav
seven,data/a34dc7e0-16b5-4d58-92d9-386216768714.wav
sheila,data/fb5d915e-352c-425d-b240-4d0bef6a3de4.wav
six,data/3c5a619f-e4c1-460a-9a78-a67008f48312.wav
stop,data/ed3fbd95-a01e-440a-832c-3d68e7056e7a.wav
three,data/c5995ef5-042e-4725-a36d-06a6ab9f98cd.wav
tree,data/d76cd3e0-ff8e-454a-8da2-78b7ac811ae0.wav
two,data/380e5af2-4fd9-4d2e-9435-59f17d350c24.wav
up,data/71c843fd-0b06-436b-91cd-41734437375c.wav
visual,data/3cf71fcd-0e33-4d42-9d53-9c679939adad.wav
wow,data/6627c103-440f-4597-b4d2-307d236be97d.wav
yes,data/d7732415-d0e5-4dec-8e0c-a7c0340405fd.wav
zero,data/7671eb00-c820-42c6-bb1d-b490064ebb6c.wav
backward,data/40836c27-b0ab-4c9e-81fa-1c4c5842eb83.wav
bed,data/b34f401c-a9eb-4292-924d-f9b667613cb6.wav
bird,data/d1718a7b-68b0-4208-9284-86e485c126eb.wav
cat,data/18721861-055d-48e0-8c88-f6b3ed9e6349.wav
dog,data/e39b05af-a529-4de8-adca-ccfe279814ae.wav
down,data/b5844083-ab31-4792-a78a-12bbbe93955a.wav
eight,data/dde922c5-2abf-4963-9b26-0f737a5c1134.wav
five,data/5afcd44b-7b78-4d6e-9499-b59be971db7d.wav
follow,data/13cd23a9-cee6-4775-9e38-51765bd2ea6b.wav
forward,data/94237b51-40d8-444d-9823-3b6672b48f44.wav
four,data/71645f06-ab97-4444-ba23-c5114a6c29c0.wav
go,data/9b13f72a-a9c2-49bf-aaed-f4de715c6bcd.wav
happy,data/152083ad-0a0f-413f-80a8-7681b2875ece.wav
house,data/63f5b711-a208-4d5c-b1e8-b4f002874386.wav
learn,data/bdecce67-4ad7-444a-b692-66043004516a.wav
left,data/ea432e3c-a0d7-4c1f-9990-cb503ede6774.wav
marvin,data/06d90e5b-fdff-4c28-babd-bfc31041062f.wav
nine,data/d44229fb-b952-4458-ae40-3cc002eef8b9.wav
no,data/a46b3f76-197b-4dd3-a454-42d9e30d41ad.wav
off,data/72378b40-a9c2-4632-85ea-1beea1dcda88.wav
on,data/61e9e235-997d-4619-9703-37d5bd01aab6.wav
one,data/6b32aae1-9a66-4cb0-b3e2-b9fd21eb9dda.wav
right,data/88d08659-7524-411f-bc6a-aee78e0022d7.wav
seven,data/eb547b2a-7b2c-4195-9945-844eb8d96e08.wav
sheila,data/456ae851-e4b7-432f-8a11-3dace7e7150f.wav
six,data/0ea23b46-a3e1-4143-9b32-dbcb3272cbd6.wav
stop,data/ef1ecdb1-5b54-43d4-a93f-dbbc6ede98dd.wav
three,data/1ad439e1-2c33-47de-8211-16d975d6e361.wav
tree,data/b5c02521-90f2-4b8c-8a6d-fc1d53cdfc1a.wav
two,data/21806880-6132-483e-824c-d9b4b676f9d3.wav
up,data/08ba3d67-7461-4c6d-b465-f46b6feb7602.wav
visual,data/d8fcff0a-650e-4797-a593-ca1db0d4fc14.wav
wow,data/b0a534c6-afc2-417c-9e7c-8c191314b6f1.wav
yes,data/d52316d6-787c-42c6-b380-2a77887e4633.wav
zero,data/3bd1102a-65c9-4aa6-9c95-2fbb220fb05e.wav
backward,data/bae534e4-fd93-4274-9484-f58f1dd6ca82.wav
bed,data/fcedb858-4a71-43ec-9d6b-550dfa9b4fc7.wav
bird,data/d09b73a0-e00e-4cec-9cf7-4505280fd050.wav
cat,data/0b30810c-412b-4797-9d76-251a0278b60c.wav
dog,data/0f35dc69-35be-498f-9459-3517f90d557f.wav
down,data/015e4ccf-32bb-417d-90cd-709dbf22bae4.wav
eight,data/f38dfbc6-c191-47a5-ae2c-647e05338b3b.wav
five,data/a4ed6784-d59e-4f94-a0b5-71ad53460c5c.wav
follow,data/885aed6c-fbcc-4fc7-aebc-f20c6191aa75.wav
forward,data/3a6456c1-3058-417a-8f26-6abc6b0f9b3a.wav
four,data/5b4c66f1-0ee3-4708-b613-a0ae13bfa243.wav
go,data/fdf24322-b714-473c-911c-12c3ddfdfdb9.wav
happy,data/2b2193e1-f901-4475-ad28-da7486827339.wav
house,data/4f9c0055-5378-4889-acf4-096a88089d76.wav
learn,data/d0c9d6ae-7ba7-4f5b-9792-d78af63bac08.wav
left,data/cab0ad7a-41c3-4d6a-8f01-8610663e0b71.wav
marvin,data/8b6bee7e-eb1d-4ea7-bdef-9b55f0a402c9.wav
nine,data/2d4e2c12-4717-4ecb-bfb5-54fea1bfe280.wav
no,data/860fa577-323f-4452-9735-eba2fa45378e.wav
off,data/d3765989-6267-4081-9dec-782a981fa58f.wav
on,data/26469827-e1cf-45a6-8c22-03f5b325f724.wav
one,data/f1825ce5-cce6-4de2-b51c-00f7826b5dbf.wav
right,data/97d781b4-b7fe-4377-b4ac-b1342671dc34.wav
seven,data/f5ae8ff1-6fef-448e-9723-4a63a58abcd9.wav
sheila,data/f184f1fd-94a8-4099-b1a4-f7d5ea74af4a.wav
six,data/0c3a1086-6b3b-4410-be7d-d9e9ad64f655.wav
stop,data/baa7f42c-b3f5-439d-b2c9-733bc85c7528.wav
three,data/7d3d54af-72f5-4f62-bd5e-4fd0408af980.wav
tree,data/adc3c67f-3068-4e1f-9b74-3c0dd89fc8fe.wav
