up,data/5af1d997-ea67-4dbe-afcb-1f96e15256aa.wav
visual,data/5e6df3e6-686f-46a8-9736-e09d9ce2a31c.wav
wow,data/3856c12d-0a7f-4993-9f7d-d1216beeca34.wav
yes,data/9ff01e75-1ab5-4ee6-acaa-2a8b6c01bbb7.wav
zero,data/17d4ff3e-a5db-4e64-be27-28ad791a63d1.wav
backward,data/208f2e35-0242-4440-abdd-3228c8624974.wav
bed,data/f500858c-b3c6-48c1-94c3-1f40b03a9fdd.wav
bird,data/2c11d9a5-ad47-4327-a502-6bced0f486dd.wav
cat,data/d5aed389-20c5-4735-8a1b-38ec86743874.wav
dog,data/f4ecfa1f-f1f8-4b01-8ad3-c34c37107399.wav
down,data/f8e29c85-1719-462a-a875-6cefda1aab09.wav
eight,data/0ab3271f-80a4-41dd-80fc-5ca188665653.wav
five,data/f4e4a446-344c-4ccc-b5bb-2e59d6e60a5d.wav
follow,data/4db5a05a-c15d-44dd-8039-5da488654e06.wav
forward,data/253cf971-c401-4065-8a6d-8afa7aa0d236.wav
four,data/e1207900-a8fb-42b9-b34c-437617ff05b0.wav
go,data/34f5bc9d-8cd7-4a7b-a3b4-4a090ee70bef.wav
happy,data/b4531692-c67c-4ad1-bfa5-642ac8d907c6.wav
house,data/f7217dd0-f387-4a47-ae9d-b00c18436aeb.wav
learn,data/ceb32b18-8070-41e9-94eb-5b49fb456a4c.wav
left,data/e3119a83-dcdf-4f9b-aeae-cb9c118880d5.wav
marvin,data/e690ecc4-8fa4-42d2-821c-90c4a47fb7da.wav
nine,data/64304988-c29a-4d95-9c4b-d555c0fa6307.wav
no,data/443f7f5b-0afa-4a01-9727-3e78ac53c670.wav
off,data/70a2e362-2567-4126-b64b-a7bea53db3b5.wav
on,data/b0228bef-f385-48e5-abc5-4c83e562ee8f.wav
one,data/6f00fa6e-9505-4b39-a914-25ebd984b865.wav
right,data/0046b403-7b11-4e56-8879-21a0e890a23f.wav
seven,data/703f6af3-80ea-4855-a8cb-b992d169ac3e.wav
sheila,data/2b18ed31-2a4b-491c-a4dc-192789aa7125.wav
six,data/8dd37985-a4cd-4814-9c72-ef9176714a3e.wav
stop,data/214c984b-d2f3-4be4-93e0-b2a31bb03072.wav
three,data/d1d0ad07-9229-40d1-84a2-67c186291e6c.wav
tree,data/21ec2a8a-7ac7-4cd8-b3c5-b3f3c52b5440.wav
two,data/63f192f3-c0a7-479c-88f6-c268563acaa4.wav
up,data/c4a5745b-076c-44b7-aaa2-88ab1d474199.wav
visual,data/0b64f72c-a78e-40be-bb7c-38ebe65b9db4.wav
wow,data/10bd3da8-a53d-4bb2-ad75-2a5a60c35f56.wav
yes,data/8d9389c5-5f8d-4729-be04-744c79538d4e.wav
zero,data/6c9b0da4-1dff-41f1-b1dc-b7a03c9100fd.wav
backward,data/e7e605f3-46be-4e84-b753-39a7b45c0314.wav
bed,data/55e28a21-d8ff-46d3-b776-0dcd06058725.wav
bird,data/a676ef28-32bb-4fe6-ae2a-dbf9193e4841.wav
cat,data/e1fd1c38-2fdf-45f0-8364-082980c2264f.wav
dog,data/6df81757-070d-454b-857d-e3474f73acfa.wav
down,data/9cf33bdb-6f56-4b8d-a826-1a3c354676d3.wav
eight,data/87035c26-d704-4be5-ad5c-952f4d1e74b0.wav
five,data/3a1b2b8b-bd2e-4819-9bb0-b0f9e526a8ac.wav
follow,data/094eeeca-2340-416c-9744-81391b1bc3fe.wav
forward,data/c50ccb5d-07a4-4b66-a03d-7d7e6d7b7c75.wav
four,data/cbc50d61-14bb-4488-b89c-510e6714524b.wav
go,data/92ac2cac-7e9b-42ef-91da-fabdc7b734fa.wav
happy,data/30eece38-0d79-40ef-82cd-075c9499ad6b.wav
house,data/c91c291d-95fb-4a91-8f45-b6cab0ee30b9.wav
learn,data/ed706e45-a0da-41e6-82c4-2def59b660ac.wav
left,data/8bc7639c-32d7-43c9-abd5-f52a4f523067.wav
marvin,data/49d44388-f07f-4754-9724-7cccf72497d6.wav
nine,data/4f046702-9bc2-4d86-9945-845b5c68f841.wav
no,data/ed896e85-ea66-4b13-8bbb-41d306976152.wav
off,data/bfae72c3-72f5-4c5f-a1ff-bfe6e08f4ff6.wav
on,data/ae46af5e-6905-4193-983a-842db1b37d7f.wav
one,data/56316822-4c6a-44a8-afd0-eaaa80e9c6c5.wav
right,data/8f078f9e-6c57-4e7f-bc4a-a8c569e0bbb2.wav
seven,data/2655154e-ee1f-4e1c-8803-92608c49d985.wav
sheila,data/ddb8a31f-ec81-4e17-a898-ab7b0dcb7b2a.wav
six,data/82278bbe-ffc8-4262-ab71-d88cc0d792e7.wav
stop,data/6bc70640-973d-4e68-b810-183da0c748d6.wav
three,data/f19b6eac-4309-48e4-8f6c-d9fa24e14dba.wav
tree,data/e90ea010-aa5c-4d76-97f4-756041c14130.wav
two,data/a7c62f3e-3e34-456c-ae63-e0e5711b60eb.wav
up,data/a5f3c1ef-2607-4fa1-b88b-c3b2a193a311.wav
visual,data/b917f266-9fc4-48e3-b8ac-62536f9c0dbe.wav
wow,data/073f4f0b-2319-43af-9134-fbc1a2a41052.wav
yes,data/b03bfadb-5906-4f31-b744-a901e44b451f.wav
zero,data/ccde2671-2289-474e-9ce4-dc6c0465d863.wav
backward,data/f87c539b-92cd-4e6f-852f-dc1a255d07d1.wav
bed,data/8ad7cf42-255b-49e3-9bfc-ac132da0a0b4.wav
bird,data/e429c2d8-de3d-4177-a369-572aa28a32b9.wav
cat,data/b82c1263-abf9-46a9-bb52-005da0a4c7f7.wav
dog,data/a172fd8b-d2c9-4c23-a413-60e27bd554be.wav
down,data/ff4a5670-8194-4e0e-abe8-c6dfb49f5099.wav
eight,data/024ce214-57fc-4add-bf00-9d1911d5a7c5.wav
five,data/e810afa7-72c3-46ab-9d01-cceb2bb28cec.wav
follow,data/41de91e2-1e64-425a-b496-140333fa3cc8.wav
forward,data/d7d6b6b5-e256-49b0-a3ad-983d9b527f40.wav
four,data/f426ee7c-bf00-461b-a5c1-ad638d3a17cf.wav
go,data/9c9554dd-9acb-4cba-acbe-717c63bf7973.wav
happy,data/3de4dac5-0027-4e07-b1b0-be50d55db239.wav
house,data/fe4e5a09-0267-4064-bf96-4baca9dc9d32.wav
learn,data/57351a8e-858a-45a2-a836-ed22672d7944.wav
left,data/6f7e0ead-d5c6-40c2-853f-9bee600195ef.wav
marvin,data/abb3b040-49bf-4916-829b-d0a2df3b781b.wav
nine,data/6e3708c2-ead1-492f-af0c-787b1b67ad90.wav
no,data/33e6a9cc-3229-4b5a-99c0-78b1c3e8a375.wav
off,data/4f2f60d7-9c43-4f6c-b439-2f3688714485.wav
on,data/e0d50113-8bb0-4276-a173-06fcf722847b.wav
one,data/8f89592d-bdd3-4e5a-97e2-80b2112d3c3e.wav
right,data/2d0ac29d-e6a1-4ec8-a719-4619e4c10bd7.wav
seven,data/df14d15d-2d49-4cfc-bee5-bb90dba4ea92.wav
sheila,data/7f0cf762-706c-46db-9cf9-b9ca7714aa43.wav
six,data/02ba9541-a938-458c-be83-3d1d4dfe2f95.wav
stop,data/8e24795d-9007-4003-921f-e9504233a4b5.wav
three,data/c3c71499-962a-43f8-89c6-5ce0d0d90aa7.wav
tree,data/7d0609d5-c88d-4386-b6c7-2c3031418f64.wav
two,data/754c7957-72f3-40ef-9643-2788c60fb368.wav
up,data/eb8d704d-bf5d-484d-a7d1-0d08ac586c23.wav
visual,data/40d60036-ab10-43db-83a5-8e021c85452b.wav
wow,data/479a733a-608e-4418-a86d-69fc523724b1.wav
yes,data/d1db5b7d-e04d-4fde-a612-0d4f466a7bde.wav
zero,data/9053980f-830b-4cbd-8eda-81aa7c8ee2c3.wav
backward,data/cab626dd-4301-4437-a17f-4992d6e4f83c.wav
bed,data/ae80a651-4f41-4e0f-ad0d-fc0ce7620ce5.wav
bird,data/09fda6af-9da3-42f6-89fe-451a017643fd.wav
cat,data/b7008abf-f29e-4806-97b6-6927c7df855e.wav
dog,data/3bb2b8ab-0e2a-48e7-a089-e8f486ea79da.wav
down,data/36aedc53-ed6b-49ce-b638-fe792c4e47d3.wav
eight,data/cea065f3-b77a-4319-83c8-9b2a45bb976b.wav
five,data/35e92df5-7969-4421-a13e-416a33c84f19.wav
follow,data/08a0d360-b7ab-423c-838d-b2f9b1b4afa6.wav
forward,data/398ddf76-18a5-460e-96fa-34ea32e1020c.wav
four,data/6732f43a-66dc-4b7a-8f87-d2c81272df92.wav
go,data/dc157281-761d-436f-877c-b0febc26932a.wav
happy,data/19ec6ebf-406f-4b7d-9af5-7038abb254c4.wav
house,data/3c6431e4-9c39-42a9-b776-8816a7851cc9.wav
learn,data/019be3cc-3239-4430-b90c-3d516bbb392e.wav
left,data/f78fc85b-655e-4517-bde2-22216fb5b6e0.wav
marvin,data/703406d3-4623-463f-8586-e577761e17ee.wav
nine,data/82e1263b-e4a7-4eae-b126-f05b4a3c7be4.wav
no,data/c10b3de2-c95a-49f7-ac41-8d4b044c559e.wav
off,data/3ab80dfb-fbba-4f71-8bad-1be86678749f.wav
on,data/48917231-c061-4807-ac09-0e1f89a45ef9.wav
one,data/f0724ee7-2847-4df3-bc16-ded87e409de0.wav
right,data/cb92a8eb-7a9e-4e23-bc1b-6ebbad4ee8e4.wav
seven,data/6444e008-836d-4656-b8e0-75888931b87a.wav
sheila,data/b6c16c05-a901-4001-83a8-4498e3ae2039.wav
six,data/6a976123-326c-4736-a70c-8816a3d5348b.wav
stop,data/812b0b53-a870-4cb1-8487-ce40927714da.wav
three,data/a587a65f-9177-4330-bf3c-3ac2c802faae.wav
tree,data/b67d2492-3683-4d23-8b11-125f319397b7.wav
two,data/4717d231-100d-40fe-abb0-31bd4dd88693.wav
up,data/12f1339c-7fcb-4679-b179-3b72f2be6e27.wav
visual,data/c763bada-545b-47e4-ab22-1bd90f1a8529.wav
wow,data/79f3348d-1bad-4e33-acb4-0f1754d992ac.wav
yes,data/8b967c42-6cb1-40f9-bb58-0d0b06e086a4.wav
zero,data/9a6ed680-9533-4fdc-b730-689d503c2603.wav
backward,data/c013fc5c-b9c5-47f8-9af3-f7c6514d8db2.wav
bed,data/467e8c87-e3ea-44d4-8894-aab4aeed2fa1.wav
bird,data/4d97447b-2464-46a2-89e0-47abfac31707.wav
cat,data/4c7a80dd-4be3-4f6a-9424-49dd1ca58ad6.wav
dog,data/663f5d36-dd72-48a8-8435-2eafe8239109.wav
down,data/764cee88-17b1-4ae4-896b-1b4f473ae684.wav
eight,data/85c22926-2668-4a5c-b7c0-77c1ad614900.wav
five,data/469d40b3-41e3-41ba-b592-93c902a1faf0.wav
follow,data/3414ac43-0251-4394-b114-60e40d1cd5ee.wav
forward,data/ee2b5992-dec8-4780-ba06-dd7338fc7820.wav
four,data/3a6332f6-6213-49d9-a052-f90476f39052.wav
go,data/3611110d-7038-453e-ad66-83cc55b5b5fa.wav
happy,data/334e0cfb-40fc-43a8-9241-409dc13c8d2c.wav
house,data/643f9fd0-822e-42df-a036-deca73b057b1.wav
learn,data/3cdae655-8768-447c-8120-95728d78d5a9.wav
left,data/2554edeb-b899-4fbc-83b9-71da96ec206a.wav
marvin,data/4b41e173-d62a-44f9-ab4d-2dca4ef4af48.wav
nine,data/bf9a768d-ceeb-4028-b9ca-9e1e6d5d0f4b.wav
no,data/a55f6902-af46-49c2-b322-2d7e14c413c5.wav
off,data/1d688758-cb1c-4375-a205-0956bc2251e1.wav
on,data/99337535-1e03-4de6-b218-2e4df527cb5b.wav
one,data/64bd5634-ad2a-4c4d-8007-b25882b0928a.wav
right,data/982c3082-9882-4769-944f-5636c3a44b2c.wav
seven,data/1dfe81ce-9833-4c1c-b146-e3026177c0a3.wav
sheila,data/df3157b6-188e-4cec-a9bb-d60499bdf0ec.wav
six,data/8f5cea5d-0d1d-4863-bab1-4653ab9c9c86.wav
stop,data/0dc67967-3843-42ee-aab1-75e39332f9a8.wav
three,data/a06ebf4f-3afa-419d-816c-8cbbacea6eef.wav
tree,data/d9729b86-2a13-49f5-8732-e458aa10e4b2.wav
two,data/54d58ff3-f9d1-4c0c-a9f1-f9aea5f3fcbe.wav
up,data/faa1ed02-ecad-4b32-a059-b72a67ea5cae.wav
visual,data/4c6de09a-d657-406d-95a5-be3b27e4d751.wav
wow,data/f404c8a4-6843-4b01-994e-4b5ddad40d4b.wav
yes,data/2f6b1d88-9934-4ee5-a327-a6b91a80d3cc.wav
zero,data/050b9fc0-84f1-4ff4-9ffb-6a781c7a251f.wav
backward,data/8b1db9af-b60d-4f27-a356-ff0a9d8392fa.wav
bed,data/d6c42479-d42f-4a63-8c72-3ed56e0d6201.wav
bird,data/6a34aadd-6a0d-4ece-9188-8a16d7229bb4.wav
cat,data/778e7c58-a28f-44e3-9094-0ba32a4af9ad.wav
dog,data/f1b61ef4-220a-4338-8235-f62bdcc6683f.wav
down,data/2ba5b46e-d511-4692-9f64-88f373b21bb2.wav
eight,data/fabf1fce-5d77-48ad-befa-66fae0b5b3de.wav
five,data/c3d059a1-ed29-422c-9d88-a12eb6841369.wav
follow,data/9f87acaf-3f30-4d82-aba6-ac9150622887.wav
forward,data/23ce1ae7-b2dc-4f2f-a20c-536df6e84eda.wav
four,data/481e22df-7796-4902-8c7b-f539b375ee2b.wav
go,data/03507875-d2e1-470d-9229-a529e2b3ba57.wav
happy,data/b14aeb14-4eb8-4770-924a-eda5c96e5ab2.wav
house,data/4aa37c2e-0d19-4409-86bb-acdee943ea75.wav
learn,data/345de976-d339-47ad-b1d4-d0a0a372a1cd.wav
left,data/832130b1-388a-41f8-83da-1276d2b14267.wav
marvin,data/20c05db6-3ff1-4e31-b6f8-778c7d5dde19.wav
nine,data/1a8ea8a0-dd34-4bdc-89f8-6c4b89dc4664.wav
no,data/ca459862-1d99-4285-8c20-5f263e378833.wav
off,data/3cef9841-3f9b-4f9f-97d1-8fa09743d3f4.wav
on,data/f848e366-536a-4463-9083-64d1ea5527bb.wav
one,data/620e2663-3dbd-4d5f-a3a7-30b20fa73b34.wav
right,data/7e498476-bb41-4cc9-ac7d-23add5ed4ff7.wav
seven,data/65f90bfe-621a-47a3-8e9b-3718b7d76c45.wav
sheila,data/189985a6-f2be-4d0f-9071-5f81206a760a.wav
six,data/8f5b449c-8181-41e2-844c-789f94118d96.wav
stop,data/0f5c8a82-c424-4227-8c8a-529e7bd6128e.wav
three,data/1a61bf18-fab4-4b07-af10-b584f9cc3b0c.wav
tree,data/debd1a92-6037-4740-86e5-0125f819efac.wav
two,data/48eb1cb3-2bed-4de4-bc1d-fe292eac2354.wav
up,data/187a9cf7-95bb-421c-a94a-964c0637cd76.wav
visual,data/fc2e9f94-91f7-4799-bf18-20b5b253c138.wav
wow,data/1e791b24-c0c4-49e4-9600-b9797dc83d25.wav
yes,data/2cd75a7b-d06b-4d32-9630-ad6f0f3b21c0.wav
zero,data/7cdb5b73-8212-4c2f-995a-bbdb48f0138b.wav
backward,data/537226d4-3db7-4538-876e-4dfd962d7713.wav
bed,data/aa2e2e4c-9345-429e-9bce-739116d2a0da.wav
bird,data/1445e77a-1abd-44fe-a738-209a8573b979.wav
cat,data/90dbe660-8d97-462f-bee8-b69a11714b02.wav
dog,data/dec2daa1-fbaf-4366-93d3-129b0f727c6d.wav
down,data/268576f8-6cb3-48e4-84e5-6647b00695b5.wav
eight,data/351e9426-0a20-43e8-b6a2-31c54454fab2.wav
five,data/357f08fd-1cf1-4f62-884b-2d4792f22f2a.wav
follow,data/9132e712-cb03-40dd-9da1-5e0d6c255f7f.wav
forward,data/49121fa7-265a-453b-be1b-3a933c5d185f.wav
four,data/0203ac22-3c19-45b7-a4f8-7a71a01b4e7d.wav
go,data/43e56c50-fb27-4f4b-b49a-2784ec9871ee.wav
happy,data/81bdc0ec-e0f3-453d-acdf-6b1b128ff56d.wav
house,data/b108c0c8-3c03-44ca-87ee-9e1a194d86f4.wav
learn,data/e8cc27af-d90f-4c02-8191-97954654581c.wav
left,data/5b858ec8-82d1-4b2b-86d9-45a423e8ce98.wav
marvin,data/1f1316a1-eab0-46f6-9827-6582daa9de2c.wav
nine,data/f1f86ea7-e9ee-4245-a808-7298d132c257.wav
no,data/dcc9fc0a-d8c7-4a81-8ada-65f3d6084c85.wav
off,data/4d874ea5-2e48-489d-a34e-9753648ce6f7.wav
on,data/25a071eb-3b65-4902-a986-8fa53d5dc954.wav
one,data/d1b0a5dd-e16e-44b5-b876-ae1da9e21885.wav
right,data/7cfd6030-8033-40a5-be2f-7423230a5ed8.wav
seven,data/22451ca7-67a2-4e7c-863d-e625701e716b.wav
sheila,data/4957dae6-7410-4d85-9755-ea572df2c2b2.wav
six,data/40aebcdb-dbb0-4751-b49c-389d2cadccc8.wav
stop,data/96219597-e6a5-4da9-a92b-076e3d4671d6.wav
three,data/2bf2535c-f052-4d82-bc51-fe91b0de9340.wav
tree,data/59a42e9b-fa0d-4a0d-a131-28fad0a882bb.wav
two,data/37623026-5a93-4f97-96ef-f53cbada15a7.wav
up,data/8bc56cde-5219-4c86-af9e-f3f7319a1b7b.wav
visual,data/8124e5f8-9d26-4592-9445-82d1fd0a0e86.wav
wow,data/cbaa4d78-2c20-496a-8f9e-8476cd9ff611.wav
yes,data/dbeec70a-f744-4978-9a6c-0e8fb21187e7.wav
zero,data/8536876d-47f3-46be-a1e4-ebceb6fad9e0.wav
backward,data/71ba1320-18ae-4e81-a895-c3e2b5de8ba0.wav
bed,data/4d59979f-5b1a-455a-855c-3815adb695e7.wav
bird,data/e5d2500a-a547-4c8e-a697-a5de13639832.wav
cat,data/8df53cb1-a02e-4aa9-a804-c17becf45701.wav
dog,data/89885a39-4fe6-44b9-ae45-92b5b970e3d8.wav
down,data/2dfbbc3c-9f64-4cb9-9f11-e21013c49268.wav
eight,data/a851ce48-b0e9-436f-b71e-c5db2d68ff9a.wav
five,data/fc07547d-9641-4ddc-869c-84ce38c9e830.wav
follow,data/84aae281-1a70-402d-8f6a-e55437af05e2.wav
forward,data/b1027f73-f7c0-4381-a5a8-0991d80640f3.wav
four,data/9b43a06a-47d0-4d24-904b-d48c8a40e52f.wav
go,data/654c76c1-4d9c-426b-a763-254a84441478.wav
happy,data/067492a9-63e7-440f-a4a5-ab53b0093071.wav
house,data/dfa23581-2f5c-4af1-9042-e2dac22c1259.wav
learn,data/eb7f3481-7eea-49c5-857c-895c8086d3d2.wav
left,data/d99712d8-b18e-43ce-a4dd-72b2c554c5fa.wav
marvin,data/38a8da37-b754-4663-9190-2cfa09f17644.wav
nine,data/6f957bca-e7f0-479f-a29a-8574448bb10c.wav
no,data/5d69a903-2471-4544-9e0f-136c12b61a01.wav
off,data/8d1fbc77-e491-4e2e-ba20-d1a7e685a425.wav
on,data/5a134667-6ede-473a-b6f3-6f1b28aee804.wav
one,data/c5956651-d364-4f2e-ba3c-3947d839addb.wav
right,data/fb459f81-5905-4c2f-accf-8615683c6a76.wav
seven,data/f68a529a-d402-4f60-b146-c93a5d869740.wav
sheila,data/0aa90619-0592-41ea-ab27-104b69397719.wav
six,data/7f8cb5b7-796d-4342-bb58-3a553e0d8f94.wav
stop,data/fe8dea91-14cd-4ed3-b914-958717fddc2f.wav
three,data/07a06898-a5ce-4ee2-afaa-47f56b6a0c60.wav
tree,data/1cee6c9e-5193-4b3c-85c9-4d7b43aa48bc.wav
two,data/bcce1560-894e-47c4-9082-f1141a0cba8b.wav
up,data/db31b377-08df-45a7-bc6f-fc977c7a9db2.wav
visual,data/557c91d8-d1f3-49e8-939c-2d5e357098fc.wav
wow,data/0df603d4-dc13-48cf-bc37-a8c06be40a61.wav
yes,data/c52416f0-0f9c-4e04-be3c-a111bbc06b12.wav
zero,data/10ba1ef8-00a5-48bd-99ec-0c8c35348261.wav
backward,data/4a3a0f97-29bb-4364-af3c-9c8f852fe6b0.wav
bed,data/04fd89dc-aa26-4370-a2cc-bb0643bccf77.wav
bird,data/fc940d05-a0d1-40c4-bbcf-7807bf8b502f.wav
cat,data/ab2135ae-69ce-4866-afcc-f0081225b4f7.wav
dog,data/d7bd9d32-6fa9-451e-a281-601573166a49.wav
down,data/d4bf5dbe-bdfb-4184-94ea-fa632814399a.wav
eight,data/9ae77f62-68a9-476a-bb24-8a49aa7482c5.wav
five,data/7fbcc429-6121-4592-a2f2-183984729023.wav
follow,data/e9a6d44c-2fd3-48f8-add4-9bd38e66be6b.wav
forward,data/9d34b6b0-d565-4fcc-b48f-12f01d15c699.wav
four,data/231d5169-2f94-42e8-8a7e-028b95e34969.wav
go,data/cd5a949a-7494-4696-a388-34a204608287.wav
happy,data/6641a32d-f5ea-4a63-a0ea-3ff002a0561c.wav
house,data/f931f53c-9d89-4baf-a6be-30589a3be811.wav
learn,data/79cf2de1-27c3-46ea-96b7-b2772bab4d59.wav
left,data/ad40a174-6c9b-4380-a3dd-ad01fedf1147.wav
marvin,data/e89138dc-eb72-482b-ad82-a0560558d282.wav
nine,data/9e9ba21d-2e98-45b1-adb2-561509e1993a.wav
no,data/812961c0-57af-49c6-9fb8-fbb6f76d9e93.wav
off,data/ae5ca1a7-07f0-4396-b623-698087bd6610.wav
on,data/aa4fa6c7-f681-40b8-aae9-7a00a2e2c3f4.wav
one,data/b08d6e15-ae0c-4ea9-8279-ef1bad261e0a.wav
right,data/808a5365-3b6a-4c69-ac07-2292121eb129.wav
seven,data/37a862d9-a78e-4add-a996-7a2c04366a4e.wav
sheila,data/e196c271-cc92-4a94-a660-d6c47eb4bba5.wav
six,data/83c2aaf0-0fa0-4bf0-be69-a30a88889d65.wav
stop,data/ee3f29fc-9c8d-41ee-8835-f476b3c72c22.wav
three,data/2a2c6624-56f6-480b-8aa5-1242a5674308.wav
tree,data/87f7f4db-9671-42e1-a12a-1779ef218bc2.wav
two,data/8340f552-d206-4668-b504-b8e47f0802f6.wav
up,data/32948f3f-a587-4b32-a0b3-1c4b6b4427f2.wav
visual,data/1a71abde-7fcf-46cb-955e-0d51b510a9f7.wav
wow,data/4a237a0b-8a55-44e3-a0b1-5b3efd3f56d4.wav
yes,data/2e3bb56e-de90-41ac-8f54-671be977fd53.wav
zero,data/c4735043-bc34-4006-a7a6-8292028d779a.wav
backward,data/98848cee-a1c4-4a8f-b1ac-55d3e4f7da05.wav
bed,data/24c77055-08d3-41f4-a79f-f20c520504a7.wav
bird,data/0ab1db50-70f1-4b42-aa33-c1d08fb782e8.wav
cat,data/5801e356-c381-441f-9323-2921897d06c1.wav
dog,data/65e2b144-3af7-4bcf-b18e-f74277e84018.wav
down,data/e5d66c13-d2e3-4146-b66b-cbde3f07e270.wav
eight,data/73e9cc25-8f0b-4ad5-a9d1-93e2d3409222.wav
five,data/e0738caf-91f7-46a6-8bd4-af32812ffd33.wav
follow,data/58947889-5c0e-4a9d-a7e9-bc108388e819.wav
forward,data/a7f3e87b-fe29-4c5d-b2d2-642139b2f210.wav
four,data/5ec101dd-9e49-4eac-a90f-b4026caf5c8a.wav
go,data/5c3800c0-2cdb-4315-b69c-c5ff7c2dcf9e.wav
happy,data/c3ceb453-5d21-44b2-8603-dddd6839e7cf.wav
house,data/92ed804f-5fcf-4bac-a6bd-dee7b2add9ad.wav
learn,data/987f3c4f-bf63-4683-b437-d0bdf1c91847.wav
left,data/13c8ede7-06f6-42c0-a9ed-9b1985d718e9.wav
marvin,data/410ddda8-5737-418e-a80e-fa3f5561e651.wav
nine,data/838ecc7d-912d-4f52-ac3d-2b505a02bc22.wav
no,data/f47da601-5c35-4800-a555-3f423589c424.wav
off,data/f5f2dc7e-f4a1-4d95-8e11-ae4ef22c8b47.wav
on,data/609de6f0-7325-4300-99b9-b70b557c33dd.wav
one,data/b3f7f231-08de-45f0-a61a-311757370d04.wav
right,data/4f52a096-ad17-4186-bcad-4804553d586d.wav
seven,data/adc9b854-2167-4c4f-933e-0ee48fe0f665.wav
sheila,data/00ad4c1a-4c9b-44cd-b658-c870f9abb394.wav
six,data/528a3d22-2921-4d7b-8583-0b07a05cbf61.wav
stop,data/32850a1e-e6ae-4d7f-ab48-e3eb761ea12e.wav
three,data/ece9ec1a-daeb-4dfd-b91e-fae44a09e17f.wav
tree,data/386c7a43-dff4-48c6-a4d6-80844d001951.wav
two,data/86c68eb0-8e70-4472-9f83-9f40ea81ff9d.wav
up,data/6c6d9d05-eefc-49af-9971-6d12f30bba52.wav
visual,data/bb90947b-72c4-433a-bebb-9959f399a06a.wav
wow,data/0fbb4dff-b0b9-45f3-959f-4f04550ad77f.wav
yes,data/789f49b9-6a4d-448d-a972-b2bc317b9008.wav
zero,data/bef5cfe5-ec6c-463c-9954-afb3bb350703.wav
backward,data/333dd826-5406-427a-937f-7091e9ab94d5.wav
bed,data/4e766859-8984-4a51-8546-87ee6db49f3d.wav
bird,data/2fca14cb-6df3-4497-93eb-3682f2143cab.wav
cat,data/d1d18c78-f705-404b-bbd4-51f723bdf59a.wav
dog,data/247ebf9d-5214-49b3-bd54-bc4bf57da85f.wav
down,data/f45f1612-8b5b-4ab5-b018-2953cb27f4de.wav
eight,data/c6cf0c44-d19d-4fad-b3e1-d5c093791d2f.wav
five,data/9668b4bf-3b9e-439f-a032-942bca7200fe.wav
follow,data/ed59664a-9a7a-4f5e-82ac-b674a6d17f58.wav
forward,data/541ae032-978d-44e3-b268-3bf961682808.wav
four,data/195c5a0d-cdd9-44fc-85ba-8e6f6ca6a73e.wav
go,data/ec8229ae-95ea-4c30-9e4e-311832b6e80e.wav
happy,data/15ad87ac-1b86-4360-ae75-90b3a0045d49.wav
house,data/8eaccb2c-6d5f-440c-8e2c-3b9e71fdb47b.wav
learn,data/c7f52aaf-540b-442b-b1ce-e63588dbf587.wav
left,data/36c02760-9fb0-465b-826b-9c2906fe00ac.wav
marvin,data/8bf001ac-2902-4c89-8e86-185be6ef2916.wav
nine,data/ef93c2f3-48d7-48d6-b932-6e432e3ef207.wav
no,data/3145aa32-f3c2-436a-a97c-696e6e2231a1.wav
off,data/5cbb392c-9997-4bb9-a29b-e9f0a43328fc.wav
on,data/633c07cf-51d0-40c6-8973-7615f17c375c.wav
one,data/bf36a221-91a4-4400-8f85-fa2f02f21cbc.wav
right,data/66e0f633-9299-419d-8d0a-098422782168.wav
seven,data/63565744-2e79-4323-a4d6-99387b392494.wav
sheila,data/28d0ab9f-ebff-47be-bd50-e81cb93198d9.wav
six,data/666829fc-ea46-47b5-a443-3cafe40bf62e.wav
stop,data/99d011ea-482b-4804-84fb-97533c2b58d2.wav
three,data/ba2a05fa-45c1-443f-9947-1700ddf116de.wav
tree,data/84076838-c312-4e6d-b2ee-c22b60374205.wav
two,data/ff9cbb25-c391-4e78-a68e-caa67be17f25.wav
up,data/65cdf327-f71e-4eef-b308-f47bbd2821b8.wav
visual,data/6f0b9fbc-0291-40c9-ae3d-b0da6b02365e.wav
wow,data/3dc8a260-3096-484a-9a09-064b43e25103.wav
yes,data/a0504b7f-87b7-4e95-991d-9c5a4d06ac80.wav
zero,data/1cdb3871-a8e4-49ec-8ad4-052cf445f7e6.wav
backward,data/1bab766c-54f8-4942-9308-0c00aaf7ff68.wav
bed,data/2158f2e3-aa9e-420d-b8f0-dd7f1c6ef149.wav
bird,data/3521a0e3-35e9-473a-a2f2-8974efceda31.wav
cat,data/00ca5fc6-8052-4b9d-ad17-c3e3077f43fc.wav
dog,data/a9f76979-4186-4b89-b245-806f5bd5a1b6.wav
down,data/b455458b-7265-4ba5-b506-2b17a0bbbd9e.wav
eight,data/23940a47-c69c-40a1-812e-65b166de24cb.wav
five,data/b231f072-db3e-4d5a-88c5-4bebf3ec4bfe.wav
follow,data/003f07e3-ecce-4eaa-ba8d-4271bfa699bb.wav
forward,data/ce5fe9f4-8aef-4562-9a5d-4caf08f65191.wav
four,data/5c14e95b-78e8-4e50-b9a0-43e8167b9449.wav
go,data/141fe680-89f9-4110-808d-d4d31830b416.wav
